note	0	0.333333	67	64
note	0	0.333333	64	64
note	0	0.666667	48	64
note	0.5	0.333333	60	64
note	1	0.333333	67	64
note	1	0.333333	64	64
note	1	0.666667	46	64
note	1.5	0.333333	60	64
note	2	0.166667	67	64
note	2	0.166667	64	64
note	2.25	0.166667	65	64
note	2	0.666667	60	64
note	2	0.666667	45	64
note	2.5	0.333333	64	64
note	3	0.166667	67	64
note	3.25	0.166667	69	64
note	3	0.666667	65	64
note	3	0.666667	59	64
note	3	0.666667	43	64
note	3.5	0.333333	71	64
note	4	0.333333	79	64
note	4	0.333333	76	64
note	4	0.666667	48	64
note	4.5	0.333333	72	64
note	5	0.333333	79	64
note	5	0.333333	76	64
note	5	0.666667	46	64
note	5.5	0.333333	72	64
note	6	0.166667	79	64
note	6	0.166667	76	64
note	6.25	0.166667	77	64
note	6	0.666667	72	64
note	6	0.666667	44	64
note	6.5	0.333333	76	64
note	7	0.166667	79	64
note	7.25	0.166667	81	64
note	7	0.666667	77	64
note	7	0.666667	71	64
note	7	0.666667	43	64
note	7.5	0.333333	83	64
note	8	0.333333	67	64
note	8	0.333333	64	64
note	-1	9.33333	67	-1
note	8	0.666667	48	64
note	8.5	0.333333	60	64
note	-1	9.83333	60	-1
note	9	0.333333	67	64
note	9	0.333333	64	64
note	-1	10.3333	67	-1
note	9	0.666667	43	64
note	9.5	0.333333	60	64
note	-1	10.8333	60	-1
note	10	0.166667	67	64
note	-1	11.1667	67	-1
note	10.25	0.166667	65	64
note	-1	11.4167	65	-1
note	10	0.666667	60	64
note	10	0.666667	40	64
note	10.5	0.333333	64	64
note	-1	11.8333	64	-1
note	11	0.666667	65	64
note	11	0.666667	41	64
note	-1	12.6667	65	-1
note	11.5	0.333333	60	64
note	11.5	0.333333	57	64
note	12	0.333333	65	64
note	-1	13.3333	65	-1
note	12	0.666667	60	64
note	12	0.666667	57	64
note	12.5	0.166667	64	64
note	12	0.666667	38	64
note	-1	13.6667	64	-1
note	12.75	0.166667	62	64
note	-1	13.9167	62	-1
note	13	0.333333	67	64
note	-1	14.3333	67	-1
note	13	0.666667	60	64
note	13	0.666667	40	64
note	13.5	0.333333	65	64
note	-1	14.8333	65	-1
note	14	0.166667	64	64
note	-1	15.1667	64	-1
note	14.25	0.166667	62	64
note	-1	15.4167	62	-1
note	14	0.666667	57	64
note	14	0.666667	45	64
note	14.5	0.333333	60	64
note	-1	15.8333	60	-1
note	15	0.666667	62	64
note	15	0.666667	43	64
note	-1	16.6667	62	-1
note	15.5	0.333333	59	64
note	15.5	0.333333	55	64
note	16	0.333333	67	64
note	16	0.333333	64	64
note	-1	17.3333	67	-1
note	16	0.666667	48	64
note	16.5	0.333333	60	64
note	-1	17.8333	60	-1
note	17	0.333333	67	64
note	17	0.333333	64	64
note	-1	18.3333	67	-1
note	17	0.666667	43	64
note	17.5	0.333333	60	64
note	-1	18.8333	60	-1
note	18	0.166667	67	64
note	-1	19.1667	67	-1
note	18.25	0.166667	65	64
note	-1	19.4167	65	-1
note	18	0.666667	60	64
note	18	0.666667	40	64
note	18.5	0.333333	64	64
note	-1	19.8333	64	-1
note	19	0.666667	65	64
note	19	0.666667	41	64
